Date,Open,High,Low,Close,Adj Close,Volume
2019-06-05,1830.000000,1830.000000,1830.000000,1830.000000,1830.000000,0
2019-06-06,1830.000000,1830.000000,1830.000000,1830.000000,1830.000000,0
2019-06-07,1830.000000,1830.000000,1830.000000,1830.000000,1830.000000,0
2019-06-10,1830.000000,1830.000000,1790.000000,1790.000000,1790.000000,5000
2019-06-11,1780.000000,1780.000000,1780.000000,1780.000000,1780.000000,1800
2019-06-12,1780.000000,1780.000000,1780.000000,1780.000000,1780.000000,500
2019-06-13,1740.000000,1740.000000,1740.000000,1740.000000,1740.000000,500
2019-06-14,1755.000000,1800.000000,1755.000000,1800.000000,1800.000000,2700
2019-06-17,1790.000000,1790.000000,1790.000000,1790.000000,1790.000000,1100
2019-06-18,1790.000000,1790.000000,1790.000000,1790.000000,1790.000000,100
2019-06-19,null,null,null,null,null,null
2019-06-20,1790.000000,1790.000000,1750.000000,1750.000000,1750.000000,1700
2019-06-21,1730.000000,1750.000000,1730.000000,1750.000000,1750.000000,500
2019-06-24,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,1200
2019-06-25,1745.000000,1745.000000,1730.000000,1730.000000,1730.000000,2000
2019-06-26,1730.000000,1760.000000,1730.000000,1760.000000,1760.000000,9000
2019-06-27,1750.000000,1750.000000,1730.000000,1740.000000,1740.000000,4700
2019-06-28,1740.000000,1745.000000,1740.000000,1745.000000,1745.000000,8900
2019-07-01,1745.000000,1745.000000,1745.000000,1745.000000,1745.000000,0
2019-07-02,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,5400
2019-07-03,1795.000000,1795.000000,1795.000000,1795.000000,1795.000000,200
2019-07-04,1795.000000,1800.000000,1795.000000,1800.000000,1800.000000,13300
2019-07-05,1800.000000,1810.000000,1800.000000,1800.000000,1800.000000,1100
2019-07-08,1800.000000,1800.000000,1700.000000,1700.000000,1700.000000,900
2019-07-09,1710.000000,1710.000000,1710.000000,1710.000000,1710.000000,1500
2019-07-10,1740.000000,1740.000000,1740.000000,1740.000000,1740.000000,600
2019-07-11,1740.000000,1740.000000,1740.000000,1740.000000,1740.000000,0
2019-07-12,1740.000000,1740.000000,1740.000000,1740.000000,1740.000000,100
2019-07-15,1740.000000,1740.000000,1740.000000,1740.000000,1740.000000,0
2019-07-16,1810.000000,1875.000000,1810.000000,1840.000000,1840.000000,4600
2019-07-17,1800.000000,1800.000000,1800.000000,1800.000000,1800.000000,400
2019-07-18,1750.000000,1750.000000,1720.000000,1730.000000,1730.000000,19300
2019-07-19,1735.000000,1735.000000,1710.000000,1725.000000,1725.000000,7800
2019-07-22,1730.000000,1730.000000,1730.000000,1730.000000,1730.000000,500
2019-07-23,1710.000000,1800.000000,1710.000000,1800.000000,1800.000000,11300
2019-07-24,1790.000000,1800.000000,1790.000000,1800.000000,1800.000000,2500
2019-07-25,1800.000000,1800.000000,1795.000000,1795.000000,1795.000000,800
2019-07-26,1795.000000,1795.000000,1795.000000,1795.000000,1795.000000,0
2019-07-29,1785.000000,1785.000000,1785.000000,1785.000000,1785.000000,1200
2019-07-30,1785.000000,1785.000000,1785.000000,1785.000000,1785.000000,0
2019-07-31,1785.000000,1785.000000,1785.000000,1785.000000,1785.000000,2800
2019-08-01,1780.000000,1780.000000,1780.000000,1780.000000,1780.000000,300
2019-08-02,1780.000000,1780.000000,1700.000000,1700.000000,1700.000000,12900
2019-08-05,1705.000000,1750.000000,1705.000000,1720.000000,1720.000000,22900
2019-08-06,1710.000000,1710.000000,1710.000000,1710.000000,1710.000000,6300
2019-08-07,1715.000000,1715.000000,1705.000000,1710.000000,1710.000000,8700
2019-08-08,1710.000000,1710.000000,1710.000000,1710.000000,1710.000000,100
2019-08-09,1715.000000,1715.000000,1710.000000,1710.000000,1710.000000,15300
2019-08-12,1710.000000,1710.000000,1710.000000,1710.000000,1710.000000,0
2019-08-13,1720.000000,1720.000000,1720.000000,1720.000000,1720.000000,100
2019-08-14,1710.000000,1710.000000,1700.000000,1700.000000,1700.000000,900
2019-08-15,1700.000000,1700.000000,1700.000000,1700.000000,1700.000000,0
2019-08-16,1700.000000,1700.000000,1700.000000,1700.000000,1700.000000,0
2019-08-19,1710.000000,1710.000000,1705.000000,1705.000000,1705.000000,700
2019-08-20,1705.000000,1755.000000,1705.000000,1750.000000,1750.000000,62200
2019-08-21,1745.000000,1750.000000,1745.000000,1750.000000,1750.000000,6200
2019-08-22,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,0
2019-08-23,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,300
2019-08-26,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,0
2019-08-27,1700.000000,1705.000000,1700.000000,1700.000000,1700.000000,93200
2019-08-28,1700.000000,1700.000000,1700.000000,1700.000000,1700.000000,2100
2019-08-29,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,1500
2019-08-30,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,300
2019-09-02,1750.000000,1750.000000,1705.000000,1705.000000,1705.000000,1900
2019-09-03,1750.000000,1750.000000,1745.000000,1745.000000,1745.000000,800
2019-09-04,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,7500
2019-09-05,1745.000000,1745.000000,1745.000000,1745.000000,1745.000000,1600
2019-09-06,1745.000000,1745.000000,1745.000000,1745.000000,1745.000000,0
2019-09-09,1750.000000,1750.000000,1745.000000,1745.000000,1745.000000,5600
2019-09-10,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,300
2019-09-11,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,6100
2019-09-12,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,0
2019-09-13,1740.000000,1740.000000,1730.000000,1730.000000,1730.000000,17300
2019-09-16,1730.000000,1730.000000,1730.000000,1730.000000,1730.000000,800
2019-09-17,1730.000000,1730.000000,1730.000000,1730.000000,1730.000000,0
2019-09-18,1735.000000,1735.000000,1735.000000,1735.000000,1735.000000,3900
2019-09-19,1730.000000,1730.000000,1730.000000,1730.000000,1730.000000,300
2019-09-20,1730.000000,1780.000000,1730.000000,1780.000000,1780.000000,2500
2019-09-23,1780.000000,1780.000000,1775.000000,1775.000000,1775.000000,400
2019-09-24,1775.000000,1775.000000,1750.000000,1750.000000,1750.000000,400
2019-09-25,1750.000000,1750.000000,1725.000000,1725.000000,1725.000000,5700
2019-09-26,1730.000000,1730.000000,1725.000000,1725.000000,1725.000000,1700
2019-09-27,1775.000000,1775.000000,1775.000000,1775.000000,1775.000000,100
2019-09-30,1775.000000,1775.000000,1770.000000,1770.000000,1770.000000,500
2019-10-01,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,300
2019-10-02,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,0
2019-10-03,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,0
2019-10-04,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,400
2019-10-07,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,0
2019-10-08,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,100
2019-10-09,1750.000000,1770.000000,1750.000000,1770.000000,1770.000000,1400
2019-10-10,1770.000000,1780.000000,1770.000000,1780.000000,1780.000000,200
2019-10-11,1780.000000,1780.000000,1780.000000,1780.000000,1780.000000,0
2019-10-14,1700.000000,1730.000000,1700.000000,1730.000000,1730.000000,500
2019-10-15,1735.000000,1735.000000,1735.000000,1735.000000,1735.000000,400
2019-10-16,1730.000000,1730.000000,1730.000000,1730.000000,1730.000000,400
2019-10-17,1730.000000,1730.000000,1730.000000,1730.000000,1730.000000,0
2019-10-18,1735.000000,1735.000000,1735.000000,1735.000000,1735.000000,100
2019-10-21,1730.000000,1780.000000,1730.000000,1730.000000,1730.000000,1000
2019-10-22,1740.000000,1740.000000,1740.000000,1740.000000,1740.000000,300
2019-10-23,1740.000000,1795.000000,1740.000000,1795.000000,1795.000000,200
2019-10-24,1750.000000,1750.000000,1730.000000,1730.000000,1730.000000,200
2019-10-25,1730.000000,1740.000000,1730.000000,1740.000000,1740.000000,500
2019-10-28,1740.000000,1750.000000,1730.000000,1730.000000,1730.000000,3200
2019-10-29,1740.000000,1740.000000,1725.000000,1730.000000,1730.000000,97900
2019-10-30,1730.000000,1730.000000,1730.000000,1730.000000,1730.000000,88800
2019-10-31,1730.000000,1730.000000,1730.000000,1730.000000,1730.000000,100
2019-11-01,1730.000000,1730.000000,1720.000000,1720.000000,1720.000000,300
2019-11-04,1750.000000,1750.000000,1740.000000,1740.000000,1740.000000,1200
2019-11-05,1740.000000,1740.000000,1740.000000,1740.000000,1740.000000,300
2019-11-06,1740.000000,1740.000000,1740.000000,1740.000000,1740.000000,100
2019-11-07,1740.000000,1740.000000,1740.000000,1740.000000,1740.000000,2600
2019-11-08,1740.000000,1740.000000,1740.000000,1740.000000,1740.000000,0
2019-11-11,1740.000000,1750.000000,1740.000000,1750.000000,1750.000000,1200
2019-11-12,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,0
2019-11-13,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,0
2019-11-14,1750.000000,1750.000000,1750.000000,1750.000000,1750.000000,300
2019-11-15,1745.000000,1745.000000,1745.000000,1745.000000,1745.000000,100
2019-11-18,1745.000000,1745.000000,1745.000000,1745.000000,1745.000000,0
2019-11-19,1745.000000,1745.000000,1745.000000,1745.000000,1745.000000,100
2019-11-20,1745.000000,1745.000000,1745.000000,1745.000000,1745.000000,0
2019-11-21,1745.000000,1745.000000,1745.000000,1745.000000,1745.000000,100
2019-11-22,1745.000000,1745.000000,1690.000000,1690.000000,1690.000000,400
2019-11-25,1690.000000,1690.000000,1690.000000,1690.000000,1690.000000,0
2019-11-26,1700.000000,1725.000000,1690.000000,1725.000000,1725.000000,600
2019-11-27,1680.000000,1725.000000,1680.000000,1725.000000,1725.000000,6000
2019-11-28,1725.000000,1725.000000,1725.000000,1725.000000,1725.000000,0
2019-11-29,1725.000000,1725.000000,1725.000000,1725.000000,1725.000000,0
2019-12-02,1725.000000,1725.000000,1725.000000,1725.000000,1725.000000,0
2019-12-03,1700.000000,1720.000000,1680.000000,1680.000000,1680.000000,2300
2019-12-04,1700.000000,1700.000000,1700.000000,1700.000000,1700.000000,100
2019-12-05,1700.000000,1700.000000,1700.000000,1700.000000,1700.000000,100
2019-12-06,1700.000000,1700.000000,1700.000000,1700.000000,1700.000000,0
2019-12-09,1700.000000,1700.000000,1700.000000,1700.000000,1700.000000,1200
2019-12-10,1690.000000,1690.000000,1690.000000,1690.000000,1690.000000,900
2019-12-11,1690.000000,1690.000000,1690.000000,1690.000000,1690.000000,0
2019-12-12,1690.000000,1690.000000,1680.000000,1680.000000,1680.000000,1800
2019-12-13,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,200
2019-12-16,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,11700
2019-12-17,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,0
2019-12-18,1690.000000,1690.000000,1690.000000,1690.000000,1690.000000,1500
2019-12-19,1690.000000,1690.000000,1690.000000,1690.000000,1690.000000,1300
2019-12-20,1695.000000,1695.000000,1680.000000,1680.000000,1680.000000,1900
2019-12-23,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,0
2019-12-26,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,200
2019-12-27,1680.000000,1685.000000,1680.000000,1685.000000,1685.000000,700
2019-12-30,1680.000000,1700.000000,1680.000000,1690.000000,1690.000000,1400
2020-01-02,1700.000000,1700.000000,1665.000000,1665.000000,1665.000000,10600
2020-01-03,1665.000000,1665.000000,1665.000000,1665.000000,1665.000000,0
2020-01-06,1665.000000,1665.000000,1665.000000,1665.000000,1665.000000,600
2020-01-07,1665.000000,1665.000000,1665.000000,1665.000000,1665.000000,200
2020-01-08,1620.000000,1665.000000,1620.000000,1665.000000,1665.000000,4900
2020-01-09,1665.000000,1665.000000,1665.000000,1665.000000,1665.000000,2500
2020-01-10,1700.000000,1700.000000,1660.000000,1660.000000,1660.000000,300
2020-01-13,1660.000000,1660.000000,1660.000000,1660.000000,1660.000000,100
2020-01-14,1660.000000,1660.000000,1660.000000,1660.000000,1660.000000,0
2020-01-15,1660.000000,1660.000000,1660.000000,1660.000000,1660.000000,0
2020-01-16,1660.000000,1660.000000,1660.000000,1660.000000,1660.000000,300
2020-01-17,1660.000000,1660.000000,1610.000000,1610.000000,1610.000000,31400
2020-01-20,1655.000000,1690.000000,1625.000000,1625.000000,1625.000000,6400
2020-01-21,1610.000000,1610.000000,1610.000000,1610.000000,1610.000000,400
2020-01-22,1610.000000,1610.000000,1610.000000,1610.000000,1610.000000,6000
2020-01-23,1610.000000,1610.000000,1610.000000,1610.000000,1610.000000,100
2020-01-24,1660.000000,1680.000000,1660.000000,1680.000000,1680.000000,200
2020-01-27,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,0
2020-01-28,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,0
2020-01-29,1640.000000,1640.000000,1640.000000,1640.000000,1640.000000,100
2020-01-30,1640.000000,1640.000000,1640.000000,1640.000000,1640.000000,0
2020-01-31,1640.000000,1640.000000,1640.000000,1640.000000,1640.000000,0
2020-02-03,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,100
2020-02-04,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,0
2020-02-05,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,0
2020-02-06,1605.000000,1605.000000,1600.000000,1600.000000,1600.000000,12000
2020-02-07,1600.000000,1600.000000,1575.000000,1575.000000,1575.000000,2000
2020-02-10,1600.000000,1600.000000,1595.000000,1595.000000,1595.000000,500
2020-02-11,1595.000000,1595.000000,1595.000000,1595.000000,1595.000000,0
2020-02-12,1600.000000,1600.000000,1505.000000,1550.000000,1550.000000,4700
2020-02-13,1550.000000,1550.000000,1550.000000,1550.000000,1550.000000,0
2020-02-14,1550.000000,1550.000000,1550.000000,1550.000000,1550.000000,0
2020-02-17,1550.000000,1550.000000,1550.000000,1550.000000,1550.000000,300
2020-02-18,1550.000000,1550.000000,1550.000000,1550.000000,1550.000000,200
2020-02-19,1550.000000,1550.000000,1550.000000,1550.000000,1550.000000,100
2020-02-20,1550.000000,1550.000000,1550.000000,1550.000000,1550.000000,0
2020-02-21,1550.000000,1550.000000,1550.000000,1550.000000,1550.000000,100
2020-02-24,1545.000000,1545.000000,1545.000000,1545.000000,1545.000000,1000
2020-02-25,1510.000000,1510.000000,1505.000000,1505.000000,1505.000000,300
2020-02-26,1505.000000,1505.000000,1505.000000,1505.000000,1505.000000,300
2020-02-27,1500.000000,1500.000000,1450.000000,1500.000000,1500.000000,30000
2020-02-28,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,700
2020-03-02,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,500
2020-03-03,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,500
2020-03-04,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,2300
2020-03-05,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,600
2020-03-06,1495.000000,1500.000000,1450.000000,1500.000000,1500.000000,6700
2020-03-09,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,0
2020-03-10,1500.000000,1780.000000,1495.000000,1780.000000,1780.000000,10900
2020-03-11,1700.000000,1700.000000,1605.000000,1605.000000,1605.000000,12400
2020-03-12,1605.000000,1605.000000,1605.000000,1605.000000,1605.000000,0
2020-03-13,1605.000000,1605.000000,1605.000000,1605.000000,1605.000000,0
2020-03-16,1605.000000,1605.000000,1605.000000,1605.000000,1605.000000,0
2020-03-17,1590.000000,1590.000000,1590.000000,1590.000000,1590.000000,100
2020-03-18,1605.000000,1605.000000,1605.000000,1605.000000,1605.000000,700
2020-03-19,1585.000000,1585.000000,1585.000000,1585.000000,1585.000000,200
2020-03-20,1580.000000,1580.000000,1500.000000,1500.000000,1500.000000,400
2020-03-23,1490.000000,1490.000000,1395.000000,1395.000000,1395.000000,900
2020-03-24,1380.000000,1380.000000,1300.000000,1300.000000,1300.000000,2200
2020-03-26,1300.000000,1300.000000,1300.000000,1300.000000,1300.000000,0
2020-03-27,1300.000000,1450.000000,1300.000000,1450.000000,1450.000000,1800
2020-03-30,1450.000000,1450.000000,1450.000000,1450.000000,1450.000000,0
2020-03-31,1450.000000,1450.000000,1450.000000,1450.000000,1450.000000,0
2020-04-01,1400.000000,1400.000000,1400.000000,1400.000000,1400.000000,200
2020-04-02,1400.000000,1400.000000,1400.000000,1400.000000,1400.000000,0
2020-04-03,1450.000000,1650.000000,1450.000000,1650.000000,1650.000000,500
2020-04-06,1595.000000,1600.000000,1550.000000,1550.000000,1550.000000,5500
2020-04-07,1540.000000,1540.000000,1540.000000,1540.000000,1540.000000,200
2020-04-08,1500.000000,1500.000000,1450.000000,1450.000000,1450.000000,200
2020-04-09,1450.000000,1450.000000,1450.000000,1450.000000,1450.000000,0
2020-04-13,1400.000000,1500.000000,1350.000000,1450.000000,1450.000000,5700
2020-04-14,1440.000000,1450.000000,1440.000000,1450.000000,1450.000000,1000
2020-04-15,1450.000000,1450.000000,1390.000000,1390.000000,1390.000000,900
2020-04-16,1375.000000,1375.000000,1330.000000,1350.000000,1350.000000,500
2020-04-17,1400.000000,1400.000000,1400.000000,1400.000000,1400.000000,6500
2020-04-20,1400.000000,1400.000000,1355.000000,1355.000000,1355.000000,2200
2020-04-21,1355.000000,1355.000000,1355.000000,1355.000000,1355.000000,0
2020-04-22,1355.000000,1690.000000,1355.000000,1690.000000,1690.000000,2400
2020-04-23,1690.000000,1690.000000,1690.000000,1690.000000,1690.000000,0
2020-04-24,1690.000000,1690.000000,1690.000000,1690.000000,1690.000000,0
2020-04-27,1690.000000,1690.000000,1575.000000,1575.000000,1575.000000,10500
2020-04-28,1575.000000,1575.000000,1565.000000,1565.000000,1565.000000,600
2020-04-29,1565.000000,1565.000000,1565.000000,1565.000000,1565.000000,1200
2020-04-30,1565.000000,1565.000000,1565.000000,1565.000000,1565.000000,1300
2020-05-04,1550.000000,1550.000000,1500.000000,1500.000000,1500.000000,600
2020-05-05,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,3600
2020-05-06,1500.000000,1650.000000,1500.000000,1630.000000,1630.000000,800
2020-05-08,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,100
2020-05-11,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,0
2020-05-12,1680.000000,1680.000000,1680.000000,1680.000000,1680.000000,0
2020-05-13,1680.000000,1680.000000,1565.000000,1565.000000,1565.000000,1400
2020-05-14,1565.000000,1565.000000,1565.000000,1565.000000,1565.000000,0
2020-05-15,1615.000000,1665.000000,1615.000000,1660.000000,1660.000000,700
2020-05-18,1660.000000,1660.000000,1660.000000,1660.000000,1660.000000,100
2020-05-19,1660.000000,1660.000000,1660.000000,1660.000000,1660.000000,100
2020-05-20,1570.000000,1695.000000,1545.000000,1695.000000,1695.000000,4800
2020-05-26,1695.000000,1695.000000,1690.000000,1690.000000,1690.000000,2800
2020-05-27,1685.000000,1685.000000,1680.000000,1680.000000,1680.000000,400
2020-05-28,1585.000000,1585.000000,1565.000000,1565.000000,1565.000000,6400
2020-05-29,1565.000000,1565.000000,1560.000000,1560.000000,1560.000000,1800
2020-06-02,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,400
2020-06-03,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,100
2020-06-04,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,0
2020-06-05,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,1400
2020-06-08,1505.000000,1505.000000,1500.000000,1500.000000,1500.000000,700
2020-06-09,1500.000000,1550.000000,1500.000000,1550.000000,1550.000000,5400
2020-06-10,1550.000000,1550.000000,1550.000000,1550.000000,1550.000000,0
2020-06-11,1550.000000,1550.000000,1550.000000,1550.000000,1550.000000,0
2020-06-12,1550.000000,1550.000000,1550.000000,1550.000000,1550.000000,0
2020-06-15,1550.000000,1550.000000,1550.000000,1550.000000,1550.000000,300
2020-06-16,1550.000000,1550.000000,1550.000000,1550.000000,1550.000000,200
2020-06-17,1550.000000,1550.000000,1550.000000,1550.000000,1550.000000,0
2020-06-18,1500.000000,1500.000000,1450.000000,1450.000000,1450.000000,1400
2020-06-19,1450.000000,1690.000000,1450.000000,1650.000000,1650.000000,3000
2020-06-22,1605.000000,1605.000000,1605.000000,1605.000000,1605.000000,100
2020-06-23,1605.000000,1605.000000,1605.000000,1605.000000,1605.000000,0
2020-06-24,1605.000000,1605.000000,1605.000000,1605.000000,1605.000000,100
2020-06-25,1605.000000,1605.000000,1605.000000,1605.000000,1605.000000,0
2020-06-26,1605.000000,1605.000000,1605.000000,1605.000000,1605.000000,0
2020-06-29,1595.000000,1605.000000,1595.000000,1605.000000,1605.000000,5600
2020-06-30,1600.000000,1600.000000,1600.000000,1600.000000,1600.000000,100
2020-07-01,1600.000000,1600.000000,1600.000000,1600.000000,1600.000000,0
2020-07-02,1600.000000,1600.000000,1600.000000,1600.000000,1600.000000,0
2020-07-03,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,26000
2020-07-06,1500.000000,1500.000000,1475.000000,1475.000000,1475.000000,6600
2020-07-07,1475.000000,1500.000000,1475.000000,1500.000000,1500.000000,3200
2020-07-08,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,0
2020-07-09,1450.000000,1495.000000,1440.000000,1495.000000,1495.000000,1300
2020-07-10,1495.000000,1500.000000,1495.000000,1500.000000,1500.000000,1200
2020-07-13,1500.000000,1500.000000,1500.000000,1500.000000,1500.000000,0
2020-07-14,1450.000000,1450.000000,1450.000000,1450.000000,1450.000000,1700
2020-07-15,1455.000000,1455.000000,1455.000000,1455.000000,1455.000000,800
2020-07-16,1455.000000,1465.000000,1455.000000,1465.000000,1465.000000,600
2020-07-17,1465.000000,1465.000000,1465.000000,1465.000000,1465.000000,0
2020-07-20,1465.000000,1465.000000,1465.000000,1465.000000,1465.000000,1200
2020-07-21,1450.000000,1450.000000,1400.000000,1400.000000,1400.000000,48000
2020-07-22,1400.000000,1400.000000,1400.000000,1400.000000,1400.000000,700
2020-07-23,1400.000000,1400.000000,1400.000000,1400.000000,1400.000000,0
2020-07-24,1400.000000,1400.000000,1305.000000,1315.000000,1315.000000,12000
2020-07-27,1310.000000,1310.000000,1310.000000,1310.000000,1310.000000,200
2020-07-28,1320.000000,1325.000000,1305.000000,1305.000000,1305.000000,23500
2020-07-29,1320.000000,1320.000000,1310.000000,1310.000000,1310.000000,900
2020-07-30,1310.000000,1350.000000,1310.000000,1345.000000,1345.000000,8400
2020-08-03,1345.000000,1345.000000,1340.000000,1340.000000,1340.000000,200
2020-08-04,1390.000000,1490.000000,1390.000000,1460.000000,1460.000000,900
2020-08-05,1375.000000,1375.000000,1375.000000,1375.000000,1375.000000,2500
2020-08-06,1350.000000,1350.000000,1280.000000,1280.000000,1280.000000,33600
2020-08-07,1330.000000,1480.000000,1310.000000,1310.000000,1310.000000,1100
2020-08-10,1310.000000,1310.000000,1310.000000,1310.000000,1310.000000,2400
2020-08-11,1260.000000,1260.000000,1225.000000,1230.000000,1230.000000,1000
2020-08-12,1230.000000,1340.000000,1230.000000,1340.000000,1340.000000,5100
2020-08-13,1340.000000,1340.000000,1340.000000,1340.000000,1340.000000,0
2020-08-14,1340.000000,1340.000000,1300.000000,1340.000000,1340.000000,1800
2020-08-18,1340.000000,1470.000000,1300.000000,1470.000000,1470.000000,2200
2020-08-19,1465.000000,1465.000000,1370.000000,1370.000000,1370.000000,66000
2020-08-24,1370.000000,1370.000000,1365.000000,1370.000000,1370.000000,2300
2020-08-25,1370.000000,1370.000000,1370.000000,1370.000000,1370.000000,100
2020-08-26,1420.000000,1420.000000,1420.000000,1420.000000,1420.000000,2500
2020-08-27,1420.000000,1420.000000,1325.000000,1325.000000,1325.000000,5400
